TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
8.4946e-03,4.5,4.3,0.184,0.176
8.5023e-03,4.5,4.5,0.18,0.184
8.5100e-03,4.5,4.1,0.18,0.176
8.5177e-03,4.3,4.5,0.18,0.184
8.5253e-03,4.3,4.1,0.18,0.176
8.5330e-03,4.3,4.5,0.18,0.184
8.5407e-03,4.3,4.1,0.18,0.176
8.5484e-03,4.3,4.5,0.18,0.184
8.5561e-03,4.3,3.9,0.18,0.176
8.5637e-03,4.1,4.3,0.18,0.184
8.5714e-03,4.3,3.9,0.18,0.176
8.5791e-03,4.1,4.3,0.18,0.184
8.5868e-03,4.1,3.9,0.18,0.172
8.5945e-03,4.1,4.3,0.18,0.184
8.6022e-03,4.1,3.9,0.18,0.172
8.6098e-03,4.1,4.3,0.18,0.184
8.6175e-03,4.1,3.7,0.18,0.172
8.6252e-03,4.1,4.1,0.18,0.184
8.6329e-03,3.9,3.7,0.18,0.172
8.6406e-03,3.9,4.1,0.18,0.184
8.6482e-03,3.9,3.7,0.176,0.172
8.6559e-03,3.9,4.1,0.18,0.18
8.6636e-03,3.9,3.7,0.176,0.172
8.6713e-03,3.7,4.1,0.18,0.18
8.6790e-03,3.9,3.5,0.18,0.172
8.6866e-03,3.9,3.9,0.176,0.18
8.6943e-03,3.7,3.5,0.176,0.172
8.7020e-03,3.7,3.9,0.176,0.18
8.7097e-03,3.7,3.5,0.176,0.172
8.7174e-03,3.7,3.9,0.176,0.18
8.7250e-03,3.7,3.5,0.18,0.168
8.7327e-03,3.7,3.7,0.176,0.18
8.7404e-03,3.7,3.3,0.176,0.168
8.7481e-03,3.5,3.7,0.176,0.18
8.7558e-03,3.7,3.3,0.176,0.168
8.7634e-03,3.5,3.7,0.176,0.18
8.7711e-03,3.5,3.3,0.176,0.168
8.7788e-03,3.5,3.7,0.172,0.176
8.7865e-03,3.5,3.1,0.176,0.168
8.7942e-03,3.5,3.5,0.176,0.18
8.8018e-03,3.3,3.1,0.176,0.168
8.8095e-03,3.3,3.5,0.176,0.176
8.8172e-03,3.3,3.1,0.176,0.168
8.8249e-03,3.3,3.5,0.176,0.176
8.8326e-03,3.3,3.1,0.172,0.168
8.8402e-03,3.3,3.5,0.172,0.176
8.8479e-03,3.3,2.9,0.176,0.168
8.8556e-03,3.1,3.5,0.168,0.176
8.8633e-03,3.1,2.9,0.172,0.164
8.8710e-03,3.3,3.3,0.172,0.176
8.8786e-03,3.1,2.9,0.172,0.164
8.8863e-03,3.1,3.3,0.168,0.176
8.8940e-03,3.1,2.9,0.172,0.164
8.9017e-03,3.1,3.3,0.172,0.176
8.9094e-03,3.1,2.7,0.168,0.164
8.9171e-03,3.1,3.3,0.172,0.176
8.9247e-03,3.1,2.7,0.168,0.164
8.9324e-03,2.9,3.1,0.172,0.172
8.9401e-03,3.1,2.7,0.168,0.164
8.9478e-03,2.9,3.1,0.168,0.172
8.9555e-03,2.9,2.7,0.168,0.164
8.9631e-03,2.9,3.1,0.168,0.172
8.9708e-03,2.9,2.5,0.168,0.164
8.9785e-03,2.9,3.1,0.168,0.172
8.9862e-03,2.9,2.5,0.168,0.164
8.9939e-03,2.9,2.9,0.168,0.172
9.0015e-03,2.7,2.5,0.168,0.16
9.0092e-03,2.7,2.9,0.168,0.172
9.0169e-03,2.7,2.5,0.168,0.16
9.0246e-03,2.7,2.9,0.164,0.168
9.0323e-03,2.7,2.3,0.164,0.16
9.0399e-03,2.7,2.9,0.168,0.168
9.0476e-03,2.7,2.3,0.168,0.16
9.0553e-03,2.7,2.7,0.164,0.168
9.0630e-03,2.7,2.3,0.168,0.16
9.0707e-03,2.7,2.7,0.164,0.168
9.0783e-03,2.5,2.3,0.164,0.16
9.0860e-03,2.5,2.7,0.164,0.168
9.0937e-03,2.5,2.1,0.164,0.16
9.1014e-03,2.5,2.7,0.164,0.168
9.1091e-03,2.5,2.1,0.164,0.16
9.1167e-03,2.5,2.7,0.164,0.168
9.1244e-03,2.5,2.1,0.164,0.156
9.1321e-03,2.3,2.5,0.164,0.168
9.1398e-03,2.3,2.1,0.164,0.156
9.1475e-03,2.3,2.5,0.164,0.168
9.1551e-03,2.3,1.9,0.164,0.156
9.1628e-03,2.3,2.5,0.164,0.168
9.1705e-03,2.3,1.9,0.16,0.156
9.1782e-03,2.3,2.3,0.16,0.164
9.1859e-03,2.1,1.9,0.164,0.156
9.1935e-03,2.3,2.3,0.16,0.164
9.2012e-03,2.1,1.9,0.16,0.156
9.2089e-03,2.1,2.3,0.16,0.164
9.2166e-03,2.1,1.9,0.16,0.152
9.2243e-03,2.3,2.3,0.16,0.164
9.2320e-03,2.1,1.7,0.16,0.156
9.2396e-03,2.1,2.3,0.16,0.164
9.2473e-03,2.1,1.7,0.156,0.156
9.2550e-03,1.9,2.1,0.16,0.164
9.2627e-03,2.1,1.7,0.16,0.156
9.2704e-03,1.9,2.1,0.16,0.16
9.2780e-03,2.1,1.7,0.16,0.152
9.2857e-03,1.9,2.1,0.156,0.16
9.2934e-03,1.9,1.7,0.16,0.152
9.3011e-03,1.9,2.1,0.156,0.16
9.3088e-03,1.9,1.5,0.156,0.152
9.3164e-03,1.9,1.9,0.156,0.16
9.3241e-03,1.7,1.5,0.156,0.152
9.3318e-03,1.7,1.9,0.156,0.16
9.3395e-03,1.7,1.5,0.156,0.152
9.3472e-03,1.9,1.9,0.156,0.16
9.3548e-03,1.7,1.3,0.156,0.152
9.3625e-03,1.7,1.9,0.156,0.16
9.3702e-03,1.7,1.3,0.156,0.148
9.3779e-03,1.7,1.9,0.156,0.16
9.3856e-03,1.7,1.3,0.156,0.148
9.3932e-03,1.5,1.7,0.156,0.16
9.4009e-03,1.7,1.3,0.152,0.148
9.4086e-03,1.5,1.7,0.152,0.156
9.4163e-03,1.5,1.1,0.152,0.148
9.4240e-03,1.5,1.7,0.152,0.156
9.4316e-03,1.5,1.1,0.156,0.148
9.4393e-03,1.5,1.7,0.152,0.156
9.4470e-03,1.3,1.1,0.152,0.148
9.4547e-03,1.3,1.5,0.152,0.156
9.4624e-03,1.5,1.1,0.152,0.148
9.4700e-03,1.3,1.5,0.152,0.156
9.4777e-03,1.3,1.1,0.152,0.148
9.4854e-03,1.3,1.5,0.152,0.156
9.4931e-03,1.3,1.1,0.152,0.144
9.5008e-03,1.3,1.5,0.152,0.156
9.5084e-03,1.3,1.1,0.148,0.144
9.5161e-03,1.3,1.5,0.152,0.152
9.5238e-03,1.3,0.9,0.148,0.144
9.5315e-03,1.3,1.3,0.148,0.152
9.5392e-03,1.1,0.9,0.148,0.144
9.5469e-03,1.1,1.3,0.148,0.152
9.5545e-03,1.1,0.9,0.148,0.144
9.5622e-03,1.1,1.3,0.148,0.152
9.5699e-03,1.1,0.9,0.148,0.144
9.5776e-03,1.1,1.3,0.148,0.152
9.5853e-03,1.1,0.9,0.148,0.144
9.5929e-03,1.1,1.3,0.148,0.152
9.6006e-03,1.1,0.7,0.148,0.14
9.6083e-03,1.1,1.1,0.148,0.148
9.6160e-03,0.9,0.7,0.144,0.14
9.6237e-03,0.9,1.1,0.148,0.148
9.6313e-03,0.9,0.7,0.148,0.14
9.6390e-03,0.9,1.1,0.144,0.148
9.6467e-03,1.1,0.7,0.144,0.14
9.6544e-03,0.9,1.1,0.148,0.148
9.6621e-03,0.9,0.5,0.144,0.14
9.6697e-03,0.9,1.1,0.144,0.148
9.6774e-03,0.9,0.5,0.144,0.14
9.6851e-03,0.9,0.9,0.144,0.148
9.6928e-03,0.7,0.5,0.144,0.136
9.7005e-03,0.9,0.9,0.144,0.148
9.7081e-03,0.9,0.5,0.14,0.136
9.7158e-03,0.7,0.9,0.144,0.148
9.7235e-03,0.7,0.5,0.14,0.136
9.7312e-03,0.7,0.9,0.14,0.144
9.7389e-03,0.7,0.3,0.14,0.136
9.7465e-03,0.7,0.9,0.14,0.144
9.7542e-03,0.5,0.3,0.14,0.136
9.7619e-03,0.7,0.7,0.14,0.144
9.7696e-03,0.5,0.3,0.14,0.136
9.7773e-03,0.5,0.7,0.14,0.144
9.7849e-03,0.5,0.3,0.14,0.132
9.7926e-03,0.7,0.7,0.14,0.144
9.8003e-03,0.5,0.3,0.14,0.132
9.8080e-03,0.5,0.7,0.14,0.14
9.8157e-03,0.5,0.3,0.14,0.132
9.8233e-03,0.5,0.7,0.14,0.14
9.8310e-03,0.5,0.1,0.136,0.132
9.8387e-03,0.5,0.5,0.136,0.14
9.8464e-03,0.5,0.1,0.136,0.132
9.8541e-03,0.3,0.5,0.136,0.14
9.8618e-03,0.3,0.1,0.136,0.128
9.8694e-03,0.3,0.5,0.132,0.144
9.8771e-03,0.5,0.1,0.136,0.132
9.8848e-03,0.3,0.5,0.136,0.14
9.8925e-03,0.3,0.1,0.136,0.128
9.9002e-03,0.3,0.5,0.136,0.136
9.9078e-03,0.3,-0.1,0.136,0.128
9.9155e-03,0.3,0.5,0.136,0.136
9.9232e-03,0.3,-0.1,0.132,0.128
9.9309e-03,0.3,0.3,0.132,0.136
9.9386e-03,0.3,-0.1,0.132,0.128
9.9462e-03,0.1,0.3,0.132,0.136
9.9539e-03,0.1,-0.1,0.132,0.128
9.9616e-03,0.1,0.3,0.132,0.136
9.9693e-03,0.1,-0.1,0.132,0.128
9.9770e-03,0.1,0.3,0.132,0.136
9.9846e-03,0.1,-0.1,0.132,0.124
9.9923e-03,0.1,0.3,0.128,0.132
1.0000e-02,0.1,-0.3,0.132,0.124
1.0008e-02,0.1,0.3,0.132,0.132
1.0015e-02,0.1,-0.3,0.128,0.124
1.0023e-02,0.1,0.1,0.128,0.132
1.0031e-02,-0.1,-0.3,0.132,0.124
1.0038e-02,0.1,0.1,0.128,0.132
1.0046e-02,-0.1,-0.3,0.128,0.124
1.0054e-02,0.1,0.1,0.124,0.132
1.0061e-02,-0.1,-0.3,0.128,0.12
1.0069e-02,-0.1,0.1,0.128,0.136
1.0077e-02,-0.1,-0.3,0.128,0.12
1.0084e-02,-0.1,0.1,0.124,0.128
1.0092e-02,-0.1,-0.5,0.124,0.12
1.0100e-02,-0.1,0.1,0.124,0.128
1.0108e-02,-0.1,-0.5,0.124,0.12
1.0115e-02,-0.1,-0.1,0.124,0.128
1.0123e-02,-0.3,-0.5,0.124,0.12
1.0131e-02,-0.3,-0.1,0.124,0.128
1.0138e-02,-0.1,-0.5,0.124,0.12
1.0146e-02,-0.3,-0.1,0.124,0.128
1.0154e-02,-0.3,-0.5,0.12,0.116
1.0161e-02,-0.3,-0.1,0.124,0.128
1.0169e-02,-0.3,-0.7,0.12,0.116
1.0177e-02,-0.3,-0.1,0.12,0.124
1.0184e-02,-0.3,-0.7,0.12,0.116
1.0192e-02,-0.3,-0.1,0.12,0.124
1.0200e-02,-0.3,-0.7,0.12,0.116
1.0207e-02,-0.3,-0.1,0.12,0.124
1.0215e-02,-0.3,-0.7,0.12,0.116
1.0223e-02,-0.3,-0.3,0.12,0.124
1.0230e-02,-0.5,-0.7,0.12,0.116
1.0238e-02,-0.5,-0.3,0.12,0.124
1.0246e-02,-0.5,-0.7,0.12,0.112
1.0253e-02,-0.3,-0.3,0.116,0.12
1.0261e-02,-0.5,-0.7,0.116,0.108
1.0269e-02,-0.5,-0.3,0.112,0.124
1.0276e-02,-0.5,-0.7,0.116,0.112
1.0284e-02,-0.5,-0.3,0.116,0.12
1.0292e-02,-0.5,-0.7,0.116,0.112
1.0300e-02,-0.5,-0.3,0.116,0.12
1.0307e-02,-0.7,-0.9,0.116,0.112
1.0315e-02,-0.7,-0.5,0.116,0.12
1.0323e-02,-0.7,-0.9,0.112,0.108
1.0330e-02,-0.5,-0.5,0.112,0.116
1.0338e-02,-0.5,-0.9,0.112,0.108
1.0346e-02,-0.7,-0.5,0.112,0.116
1.0353e-02,-0.7,-0.9,0.112,0.108
1.0361e-02,-0.7,-0.5,0.112,0.116
1.0369e-02,-0.7,-0.9,0.112,0.108
1.0376e-02,-0.7,-0.5,0.112,0.116
1.0384e-02,-0.7,-1.1,0.112,0.108
1.0392e-02,-0.7,-0.5,0.108,0.112
1.0399e-02,-0.7,-1.1,0.108,0.104
1.0407e-02,-0.7,-0.5,0.108,0.112
1.0415e-02,-0.7,-0.9,0.108,0.104
1.0422e-02,-0.7,-0.7,0.108,0.112
1.0430e-02,-0.9,-1.1,0.108,0.104
1.0438e-02,-0.9,-0.7,0.108,0.112
1.0445e-02,-0.7,-1.1,0.108,0.1
1.0453e-02,-0.9,-0.7,0.108,0.112
1.0461e-02,-0.9,-1.1,0.104,0.104
1.0469e-02,-0.9,-0.7,0.104,0.108
1.0476e-02,-0.7,-1.1,0.104,0.1
1.0484e-02,-0.9,-0.7,0.104,0.108
1.0492e-02,-0.9,-1.1,0.104,0.1
1.0499e-02,-0.9,-0.7,0.104,0.108
1.0507e-02,-0.9,-1.1,0.104,0.1
1.0515e-02,-0.9,-0.7,0.104,0.108
1.0522e-02,-0.9,-1.1,0.104,0.1
1.0530e-02,-0.9,-0.7,0.1,0.108
1.0538e-02,-0.9,-1.3,0.1,0.096
1.0545e-02,-0.9,-0.9,0.1,0.104
1.0553e-02,-0.9,-1.3,0.1,0.096
1.0561e-02,-0.9,-0.9,0.1,0.104
1.0568e-02,-0.9,-1.3,0.1,0.096
1.0576e-02,-0.9,-0.9,0.1,0.104
1.0584e-02,-1.1,-1.3,0.1,0.096
1.0591e-02,-1.1,-0.9,0.096,0.104
1.0599e-02,-0.9,-1.3,0.1,0.092
1.0607e-02,-1.1,-0.9,0.1,0.104
1.0614e-02,-0.9,-1.3,0.096,0.092
1.0622e-02,-1.1,-0.9,0.096,0.1
1.0630e-02,-1.1,-1.3,0.096,0.092
1.0637e-02,-1.1,-0.9,0.096,0.1
1.0645e-02,-1.1,-1.3,0.096,0.092
1.0653e-02,-1.1,-0.9,0.1,0.1
1.0661e-02,-1.1,-1.3,0.096,0.092
1.0668e-02,-1.1,-0.9,0.096,0.1
1.0676e-02,-1.1,-1.3,0.092,0.092
1.0684e-02,-1.1,-0.9,0.092,0.096
1.0691e-02,-1.1,-1.3,0.092,0.088
1.0699e-02,-1.3,-0.9,0.096,0.096
1.0707e-02,-1.3,-1.5,0.092,0.088
1.0714e-02,-1.1,-1.1,0.092,0.096
1.0722e-02,-1.1,-1.5,0.092,0.084
1.0730e-02,-1.3,-1.1,0.092,0.1
1.0737e-02,-1.3,-1.5,0.092,0.088
1.0745e-02,-1.3,-1.1,0.092,0.096
1.0753e-02,-1.3,-1.5,0.092,0.084
1.0760e-02,-1.1,-1.1,0.092,0.096
1.0768e-02,-1.3,-1.5,0.092,0.084
1.0776e-02,-1.3,-1.1,0.088,0.092
1.0783e-02,-1.3,-1.5,0.088,0.084
1.0791e-02,-1.3,-1.1,0.088,0.092
1.0799e-02,-1.3,-1.5,0.088,0.084
1.0806e-02,-1.3,-1.1,0.088,0.092
1.0814e-02,-1.3,-1.5,0.088,0.08
1.0822e-02,-1.5,-1.1,0.084,0.092
1.0829e-02,-1.3,-1.5,0.088,0.08
1.0837e-02,-1.3,-1.3,0.088,0.092
1.0845e-02,-1.3,-1.7,0.084,0.08
1.0853e-02,-1.3,-1.3,0.084,0.088
1.0860e-02,-1.5,-1.7,0.084,0.08
1.0868e-02,-1.3,-1.3,0.084,0.088
1.0876e-02,-1.3,-1.7,0.084,0.08
1.0883e-02,-1.5,-1.3,0.084,0.088
1.0891e-02,-1.5,-1.7,0.084,0.076
1.0899e-02,-1.5,-1.3,0.084,0.084
1.0906e-02,-1.5,-1.7,0.084,0.076
1.0914e-02,-1.5,-1.3,0.08,0.084
1.0922e-02,-1.5,-1.7,0.08,0.076
1.0929e-02,-1.5,-1.3,0.08,0.084
1.0937e-02,-1.5,-1.7,0.08,0.076
1.0945e-02,-1.5,-1.3,0.08,0.084
1.0952e-02,-1.5,-1.7,0.08,0.076
1.0960e-02,-1.5,-1.3,0.076,0.084
1.0968e-02,-1.5,-1.7,0.076,0.072
1.0975e-02,-1.5,-1.3,0.08,0.08
1.0983e-02,-1.5,-1.7,0.08,0.072
1.0991e-02,-1.5,-1.5,0.076,0.08
1.0998e-02,-1.5,-1.7,0.076,0.072
1.1006e-02,-1.5,-1.5,0.076,0.08
1.1014e-02,-1.5,-1.9,0.076,0.072
1.1022e-02,-1.5,-1.5,0.076,0.08
1.1029e-02,-1.7,-1.9,0.076,0.064
1.1037e-02,-1.7,-1.5,0.072,0.08
1.1045e-02,-1.7,-1.9,0.072,0.068
1.1052e-02,-1.7,-1.5,0.072,0.076
1.1060e-02,-1.7,-1.9,0.072,0.068
1.1068e-02,-1.5,-1.5,0.072,0.076
1.1075e-02,-1.7,-1.9,0.072,0.068
1.1083e-02,-1.7,-1.5,0.072,0.076
1.1091e-02,-1.7,-1.9,0.068,0.064
1.1098e-02,-1.7,-1.5,0.068,0.072
1.1106e-02,-1.7,-1.9,0.072,0.064
1.1114e-02,-1.9,-1.5,0.068,0.072
1.1121e-02,-1.7,-1.9,0.068,0.064
1.1129e-02,-1.7,-1.5,0.068,0.072
1.1137e-02,-1.7,-2.1,0.068,0.064
1.1144e-02,-1.7,-1.7,0.068,0.072
1.1152e-02,-1.7,-1.9,0.068,0.06
1.1160e-02,-1.7,-1.5,0.068,0.068
1.1167e-02,-1.7,-2.1,0.064,0.056
1.1175e-02,-1.7,-1.7,0.064,0.072
1.1183e-02,-1.9,-2.1,0.064,0.06
1.1190e-02,-1.7,-1.7,0.064,0.068
1.1198e-02,-1.7,-2.1,0.06,0.06
1.1206e-02,-1.9,-1.7,0.064,0.064
1.1214e-02,-1.9,-2.1,0.06,0.056
1.1221e-02,-1.9,-1.7,0.064,0.064
1.1229e-02,-1.9,-2.1,0.06,0.056
1.1237e-02,-1.9,-1.7,0.06,0.064
1.1244e-02,-1.9,-2.1,0.06,0.052
1.1252e-02,-1.7,-1.7,0.06,0.064
1.1260e-02,-1.9,-2.1,0.06,0.052
1.1267e-02,-1.9,-1.7,0.06,0.064
1.1275e-02,-1.9,-2.1,0.056,0.052
1.1283e-02,-1.9,-1.7,0.056,0.06
1.1290e-02,-1.9,-2.1,0.056,0.052
1.1298e-02,-1.9,-1.7,0.056,0.06
1.1306e-02,-1.9,-2.1,0.056,0.048
1.1313e-02,-1.9,-1.7,0.056,0.06
1.1321e-02,-1.9,-2.1,0.056,0.048
1.1329e-02,-1.9,-1.7,0.052,0.056
1.1336e-02,-1.9,-2.1,0.056,0.048
1.1344e-02,-1.9,-1.7,0.056,0.056
1.1352e-02,-1.9,-2.3,0.052,0.048
1.1359e-02,-1.9,-1.7,0.052,0.056
1.1367e-02,-1.9,-2.1,0.052,0.048
1.1375e-02,-1.9,-1.7,0.052,0.056
1.1382e-02,-1.9,-2.1,0.052,0.044
1.1390e-02,-2.1,-1.7,0.048,0.056
1.1398e-02,-1.9,-2.3,0.048,0.044
1.1406e-02,-1.9,-1.9,0.048,0.052
1.1413e-02,-1.9,-2.3,0.048,0.044
1.1421e-02,-1.9,-1.9,0.048,0.052
1.1429e-02,-2.1,-2.3,0.048,0.04
1.1436e-02,-2.1,-1.9,0.048,0.052
1.1444e-02,-1.9,-2.3,0.044,0.04
1.1452e-02,-1.9,-1.9,0.048,0.052
1.1459e-02,-1.9,-2.3,0.044,0.04
1.1467e-02,-2.1,-1.9,0.044,0.048
1.1475e-02,-1.9,-2.3,0.044,0.036
1.1482e-02,-2.1,-1.9,0.044,0.048
1.1490e-02,-1.9,-2.3,0.044,0.036
1.1498e-02,-2.1,-1.9,0.044,0.048
1.1505e-02,-2.1,-2.3,0.044,0.036
1.1513e-02,-2.1,-1.9,0.04,0.044
1.1521e-02,-1.9,-2.3,0.04,0.032
1.1528e-02,-2.1,-1.9,0.04,0.044
1.1536e-02,-2.1,-2.3,0.04,0.032
1.1544e-02,-2.1,-1.9,0.04,0.044
1.1551e-02,-2.1,-2.3,0.04,0.032
1.1559e-02,-2.1,-1.9,0.04,0.044
1.1567e-02,-2.1,-2.3,0.04,0.032
1.1575e-02,-2.1,-1.9,0.036,0.04
1.1582e-02,-2.1,-2.3,0.036,0.028
1.1590e-02,-2.1,-1.9,0.036,0.04
1.1598e-02,-2.1,-2.3,0.036,0.028
1.1605e-02,-2.1,-1.9,0.036,0.04
1.1613e-02,-2.1,-2.3,0.036,0.028
1.1621e-02,-2.1,-1.9,0.036,0.036
1.1628e-02,-2.3,-2.3,0.032,0.024
1.1636e-02,-2.1,-1.9,0.032,0.036
1.1644e-02,-2.1,-2.3,0.032,0.024
1.1651e-02,-2.1,-1.9,0.032,0.04
1.1659e-02,-2.1,-2.3,0.032,0.024
1.1667e-02,-2.1,-2.1,0.032,0.036
1.1674e-02,-2.1,-2.5,0.032,0.024
1.1682e-02,-2.1,-1.9,0.028,0.032
1.1690e-02,-2.3,-2.5,0.032,0.02
1.1697e-02,-2.3,-2.1,0.028,0.032
1.1705e-02,-2.1,-2.5,0.028,0.02
1.1713e-02,-2.1,-2.1,0.028,0.032
1.1720e-02,-2.1,-2.5,0.028,0.02
1.1728e-02,-2.3,-2.1,0.028,0.032
1.1736e-02,-2.3,-2.5,0.028,0.016
1.1743e-02,-2.1,-2.1,0.028,0.028
1.1751e-02,-2.1,-2.5,0.024,0.016
1.1759e-02,-2.1,-2.1,0.024,0.028
1.1767e-02,-2.3,-2.5,0.024,0.016
1.1774e-02,-2.3,-2.1,0.024,0.028
1.1782e-02,-2.3,-2.5,0.024,0.012
1.1790e-02,-2.3,-2.1,0.02,0.028
1.1797e-02,-2.3,-2.5,0.02,0.012
1.1805e-02,-2.3,-2.1,0.02,0.024
1.1813e-02,-2.3,-2.5,0.02,0.012
1.1820e-02,-2.3,-2.1,0.02,0.024
1.1828e-02,-2.3,-2.5,0.02,0.012
1.1836e-02,-2.3,-2.1,0.02,0.02
1.1843e-02,-2.3,-2.5,0.016,0.008
1.1851e-02,-2.3,-2.1,0.016,0.024
1.1859e-02,-2.3,-2.5,0.016,0.008
1.1866e-02,-2.3,-2.1,0.016,0.02
1.1874e-02,-2.3,-2.5,0.016,0.008
1.1882e-02,-2.3,-2.1,0.012,0.02
1.1889e-02,-2.3,-2.5,0.012,0.008
1.1897e-02,-2.3,-2.1,0.016,0.02
1.1905e-02,-2.3,-2.7,0.016,0.008
1.1912e-02,-2.3,-2.1,0.012,0.016
1.1920e-02,-2.3,-2.7,0.012,0.004
1.1928e-02,-2.3,-2.3,0.012,0.016
1.1935e-02,-2.3,-2.7,0.012,0.004
1.1943e-02,-2.3,-2.3,0.012,0.012
1.1951e-02,-2.3,-2.7,0.008,0.004
1.1959e-02,-2.5,-2.3,0.012,0.012
1.1966e-02,-2.3,-2.7,0.008,8.9407e-11
1.1974e-02,-2.5,-2.3,0.008,0.012
1.1982e-02,-2.5,-2.7,0.008,8.9407e-11
1.1989e-02,-2.3,-2.3,0.008,0.012
1.1997e-02,-2.5,-2.7,0.008,8.9407e-11
1.2005e-02,-2.5,-2.3,0.004,0.008
1.2012e-02,-2.5,-2.7,0.004,8.9407e-11
1.2020e-02,-2.5,-2.3,0.004,0.008
1.2028e-02,-2.5,-2.7,0.004,-0.004
1.2035e-02,-2.5,-2.3,0.004,0.008
1.2043e-02,-2.3,-2.7,0.004,-0.004
1.2051e-02,-2.5,-2.3,8.9407e-11,0.004
1.2058e-02,-2.5,-2.7,8.9407e-11,-0.008
1.2066e-02,-2.5,-2.3,8.9407e-11,0.008
1.2074e-02,-2.5,-2.7,8.9407e-11,-0.008
1.2081e-02,-2.5,-2.3,8.9407e-11,0.004
1.2089e-02,-2.5,-2.9,8.9407e-11,-0.008
1.2097e-02,-2.5,-2.3,8.9407e-11,0.004
1.2104e-02,-2.5,-2.9,-0.004,-0.008
1.2112e-02,-2.5,-2.3,-0.004,8.9407e-11
1.2120e-02,-2.7,-2.9,-0.004,-0.012
1.2127e-02,-2.5,-2.5,-0.004,8.9407e-11
1.2135e-02,-2.7,-2.9,-0.004,-0.012
1.2143e-02,-2.7,-2.5,-0.004,8.9407e-11
1.2151e-02,-2.5,-2.9,-0.008,-0.012
1.2158e-02,-2.5,-2.5,-0.004,-0.004
1.2166e-02,-2.5,-2.9,-0.008,-0.016
1.2174e-02,-2.5,-2.5,-0.008,-0.004
1.2181e-02,-2.7,-2.9,-0.008,-0.016
1.2189e-02,-2.7,-2.5,-0.012,-0.004
1.2197e-02,-2.7,-2.9,-0.008,-0.016
1.2204e-02,-2.7,-2.5,-0.012,-0.004
1.2212e-02,-2.5,-2.9,-0.012,-0.016
1.2220e-02,-2.7,-2.5,-0.012,-0.008
1.2227e-02,-2.7,-2.9,-0.012,-0.02
1.2235e-02,-2.5,-2.5,-0.016,-0.008
1.2243e-02,-2.7,-2.9,-0.016,-0.02
1.2250e-02,-2.7,-2.5,-0.016,-0.012
1.2258e-02,-2.7,-3.1,-0.016,-0.02
1.2266e-02,-2.7,-2.5,-0.016,-0.012
1.2273e-02,-2.7,-3.1,-0.016,-0.02
1.2281e-02,-2.7,-2.5,-0.016,-0.012
1.2289e-02,-2.7,-3.1,-0.016,-0.024
1.2296e-02,-2.7,-2.5,-0.016,-0.016
1.2304e-02,-2.7,-3.1,-0.02,-0.024
1.2312e-02,-2.7,-2.5,-0.02,-0.016
1.2320e-02,-2.7,-3.1,-0.02,-0.024
1.2327e-02,-2.7,-2.7,-0.02,-0.016
1.2335e-02,-2.7,-3.1,-0.02,-0.028
1.2343e-02,-2.7,-2.7,-0.02,-0.02
1.2350e-02,-2.9,-3.1,-0.02,-0.028
1.2358e-02,-2.9,-2.7,-0.024,-0.016
1.2366e-02,-2.9,-3.1,-0.024,-0.028
1.2373e-02,-2.9,-2.7,-0.024,-0.02
1.2381e-02,-2.9,-3.1,-0.024,-0.032
1.2389e-02,-2.9,-2.7,-0.028,-0.024
1.2396e-02,-2.9,-3.1,-0.028,-0.032
1.2404e-02,-2.9,-2.7,-0.028,-0.024
1.2412e-02,-2.9,-3.1,-0.028,-0.036
1.2419e-02,-2.9,-2.7,-0.028,-0.024
1.2427e-02,-2.9,-3.1,-0.028,-0.036
1.2435e-02,-2.9,-2.7,-0.032,-0.028
1.2442e-02,-2.9,-3.1,-0.032,-0.036
1.2450e-02,-2.9,-2.7,-0.032,-0.028
1.2458e-02,-2.9,-3.3,-0.032,-0.036
1.2465e-02,-2.9,-2.7,-0.032,-0.028
1.2473e-02,-2.9,-3.3,-0.036,-0.04
1.2481e-02,-3.1,-2.7,-0.036,-0.032
1.2488e-02,-2.9,-3.3,-0.036,-0.04
1.2496e-02,-2.9,-2.9,-0.036,-0.032
1.2504e-02,-2.9,-3.3,-0.036,-0.04
1.2512e-02,-2.9,-2.9,-0.036,-0.032
1.2519e-02,-2.9,-3.3,-0.036,-0.044
1.2527e-02,-3.1,-2.9,-0.036,-0.032
1.2535e-02,-3.1,-3.3,-0.04,-0.044
1.2542e-02,-3.1,-2.9,-0.04,-0.036
1.2550e-02,-3.1,-3.3,-0.04,-0.044
1.2558e-02,-2.9,-2.9,-0.036,-0.036
1.2565e-02,-3.1,-3.3,-0.04,-0.048
1.2573e-02,-3.1,-2.9,-0.04,-0.036
1.2581e-02,-3.1,-3.3,-0.044,-0.048
1.2588e-02,-3.1,-2.9,-0.04,-0.04
1.2596e-02,-2.9,-3.3,-0.044,-0.048
1.2604e-02,-3.1,-2.9,-0.044,-0.04
1.2611e-02,-3.1,-3.3,-0.044,-0.048
1.2619e-02,-3.1,-2.9,-0.044,-0.04
1.2627e-02,-3.1,-3.5,-0.044,-0.052
1.2634e-02,-3.1,-2.9,-0.044,-0.044
1.2642e-02,-3.1,-3.5,-0.048,-0.052
1.2650e-02,-3.1,-3.1,-0.048,-0.044
1.2657e-02,-3.1,-3.5,-0.048,-0.056
1.2665e-02,-3.1,-2.9,-0.048,-0.044
